	1	2	3	4	5	score	sum
rediculous	3	4	3	2	10	-0.49752737684336523	22
leary	0	0	2	3	17	0.499998629042793	22
beneath	2	3	1	5	11	-0.2310585786300049	22
endlessly	7	3	3	2	7	-0.49999969409777306	22
helpfull	3	0	0	11	8	0.42414181997875655	22
legally	5	0	0	6	11	-0.3807970779778824	22
personality	3	0	4	6	9	-0.48201379003790845	22
fishing	0	1	0	8	13	0.4994472213630764	22
predictable	0	7	2	7	6	-0.49908894880559934	22
consistantly	2	2	3	2	13	0.3807970779778823	22
flac	3	0	1	5	13	0.47068776924864364	22
explosion	0	5	4	5	8	-0.49752737684336523	22
natively	1	2	0	6	13	0.49330714907571527	22
celestron	4	5	1	4	8	-0.4999724643088854	22
grammar	0	7	2	4	9	-0.49592986228410385	22
commentary	0	0	5	7	10	0.31757447619364365	22
convinient	0	1	4	4	13	0.49592986228410396	22
endure	2	2	3	6	9	-0.48201379003790845	22
upconvert	1	0	2	8	11	0.45257412682243336	22
cargo	1	3	1	10	8	0.2310585786300049	23
karaoke	4	4	2	1	12	-0.4890130573694068	23
recomended	1	1	0	4	17	0.4999898700090192	23
expandability	0	0	1	8	14	0.4998766054240137	23
xtra	6	1	2	4	10	-0.4994472213630764	23
elderly	2	1	5	1	14	0.45257412682243336	23
korean	4	1	6	3	9	-0.4996646498695335	23
fiddly	6	1	3	4	9	-0.49992515377248936	23
wildly	2	2	5	11	3	0.3807970779778823	23
portland	1	0	4	8	10	0.0	23
laughable	7	7	1	4	4	-0.49990389758450055	23
bread	2	2	1	6	12	0.2310585786300049	23
powerpc	1	0	0	3	19	0.49999981446089814	23
positively	3	2	2	5	11	-0.42414181997875644	23
gradual	4	2	10	1	6	-0.31757447619364365	23
protects	0	4	2	4	13	0.45257412682243336	23
unsafe	9	0	3	4	7	-0.49999916847197234	23
entertaining	2	1	3	7	10	-0.3807970779778824	23
jostle	8	2	6	3	4	-0.4999898700090191	23
bead	2	3	3	5	10	-0.48201379003790845	23
evolve	1	0	3	7	12	0.47068776924864364	23
labelwriter	9	0	3	2	9	-0.49999916847197234	23
weld	3	1	3	3	13	0.2310585786300049	23
reseller	11	1	0	5	6	-0.49987660542401374	23
unintuitive	5	5	6	4	3	-0.498498817743263	23
corolla	7	2	1	6	7	-0.4999998874648379	23
encase	1	2	2	8	10	-0.2310585786300049	23
historical	2	0	4	3	14	0.4890130573694068	23
exclusive	0	5	1	3	14	0.48201379003790845	23
everthing	3	2	2	6	10	-0.48201379003790845	23
fanatic	0	0	0	12	11	0.498498817743263	23
powermac	3	4	2	1	13	-0.31757447619364365	23
critic	2	0	1	3	17	0.4999724643088853	23
bow	7	2	3	6	5	-0.4999998874648379	23
vw	3	0	3	6	11	-0.2310585786300049	23
unpredictable	8	5	4	4	2	-0.4997965730219448	23
peer	2	1	1	3	16	0.49966464986953363	23
ecstatic	2	2	0	2	17	0.4998766054240137	23
crunch	3	4	3	4	9	-0.4996646498695335	23
popularity	3	2	2	3	13	0.1224593312018546	23
brightly	0	2	4	4	13	0.48201379003790845	23
cupboard	9	2	0	2	10	-0.4999938558253978	23
complication	3	0	1	7	12	0.31757447619364365	23
coz	4	2	0	10	7	-0.31757447619364365	23
halloween	2	0	0	9	12	0.47068776924864364	23
pennsylvania	1	1	3	6	12	0.42414181997875655	23
eclipse	0	3	1	5	14	0.49752737684336534	23
raid	4	2	3	4	10	-0.49752737684336523	23
phenominal	0	0	0	1	22	0.49999999954009455	23
reel	4	2	2	13	2	0.45257412682243336	23
educate	4	5	2	5	7	-0.4999977396757021	23
respectively	4	0	3	6	10	-0.48201379003790845	23
fuzz	6	4	2	4	7	-0.49999969409777306	23
viable	4	5	5	5	4	-0.49993664330825016	23
rds	2	1	0	4	16	0.4997965730219448	23
platinum	5	1	1	1	15	0.3807970779778823	23
corrupted	9	3	2	2	7	-0.4999898700090191	23
provision	4	3	2	6	8	-0.49992515377248936	23
unopened	10	2	0	5	6	-0.4999724643088854	23
circulation	1	0	0	8	14	0.49966464986953363	23
carbon	2	0	3	8	10	-0.2310585786300049	23
query	4	3	4	6	6	-0.49997855505157907	23
envy	0	2	3	6	12	0.45257412682243336	23
clasp	2	1	3	7	10	-0.3807970779778824	23
emptor	11	6	2	3	1	-0.1224593312018546	23
nook	0	2	2	6	13	0.49330714907571527	23
lamb	0	2	0	13	8	0.4990889488055994	23
underside	5	3	6	5	4	-0.49908894880559934	23
goofy	1	3	1	6	12	0.31757447619364365	23
unreal	1	3	0	4	15	0.498498817743263	23
victim	14	1	3	3	2	0.3807970779778823	23
vital	5	1	2	6	9	-0.4994472213630764	23
chuck	7	3	4	4	5	-0.4999994956525918	23
rainy	2	1	1	9	10	-0.2310585786300049	23
linear	1	3	5	2	12	-0.1224593312018546	23
hybrid	3	0	2	5	14	0.47068776924864364	24
circulate	1	0	0	7	16	0.4999724643088853	24
plusdeck	10	0	4	7	3	-0.4999724643088854	24
creativity	0	1	4	6	13	0.4890130573694068	24
landline	4	0	1	2	17	0.4990889488055994	24
changing	1	4	4	8	7	-0.4525741268224332	24
faithful	4	0	4	3	13	-0.1224593312018546	24
barometric	3	1	1	9	10	-0.4525741268224332	24
breastfeed	1	4	0	4	15	0.49330714907571527	24
fisheye	0	0	4	6	14	0.4990889488055994	24
relocate	3	1	4	5	11	-0.4525741268224332	24
paris	0	4	0	4	16	0.49966464986953363	24
recieving	4	2	2	10	6	-0.3807970779778824	24
notable	1	1	2	5	15	0.4990889488055994	24
vol	6	8	1	3	6	-0.4994472213630764	24
gp	4	0	1	5	14	0.42414181997875655	24
rumble	0	2	5	4	13	0.45257412682243336	24
wm	1	0	5	4	14	0.49330714907571527	24
jim	4	1	2	4	13	-0.1224593312018546	24
patrol	2	5	0	8	9	-0.498498817743263	24
recomiendo	2	0	0	4	18	0.4999938558253978	24
emotion	0	1	6	2	15	0.498498817743263	24
fp	6	3	3	5	7	-0.49999969409777306	24
reconsider	9	4	3	2	6	-0.4999832985781519	24
geo	7	1	0	6	10	-0.4997965730219448	24
legitimate	11	3	1	6	3	-0.498498817743263	24
vcd	0	0	0	11	13	0.4994472213630764	24
pny	7	0	0	3	14	-0.31757447619364365	24
brazil	3	0	6	2	13	0.0	24
cyclist	1	0	1	6	16	0.4999546021312976	24
watchable	1	3	5	5	10	-0.48201379003790845	24
gloss	2	0	2	10	10	0.0	24
lifestyle	1	0	2	3	18	0.49999627336071584	24
redial	3	5	4	7	5	-0.49908894880559934	24
expiration	9	7	1	3	4	-0.4996646498695335	24
hwy	6	2	2	7	7	-0.4999832985781519	24
recognise	8	1	3	7	5	-0.4999998874648379	24
roommate	0	3	3	4	14	0.4890130573694068	24
consultant	3	0	1	4	16	0.4990889488055994	24
fashioned	3	1	3	5	12	-0.2310585786300049	24
backseat	3	0	1	4	16	0.4990889488055994	24
cage	1	3	6	8	6	-0.42414181997875644	24
fcc	3	4	1	8	8	-0.49908894880559934	24
commander	3	0	1	11	9	0.31757447619364365	24
nv	1	8	3	3	9	-0.49992515377248936	24
bearing	3	1	0	11	9	0.2310585786300049	24
cement	1	0	3	7	13	0.4890130573694068	24
climate	0	0	4	7	13	0.49592986228410396	24
blemish	3	1	1	7	12	0.0	24
freebie	6	5	1	6	6	-0.4999998670554172	24
lessen	0	1	1	16	6	0.4999898700090192	24
functionally	3	0	2	7	12	0.1224593312018546	24
namely	6	4	0	9	5	-0.498498817743263	24
entrance	1	1	2	10	10	0.1224593312018546	24
headrest	0	4	0	9	11	0.1224593312018546	24
productive	2	3	1	6	12	-0.1224593312018546	24
equalization	1	0	1	8	14	0.4990889488055994	24
na	3	7	1	8	5	-0.498498817743263	24
clarion	14	3	2	0	5	0.1224593312018546	24
psyc	3	0	1	17	3	0.4999724643088853	24
upc	9	2	2	5	6	-0.49999862904279313	24
nag	6	4	3	6	5	-0.4999994956525918	24
wiper	5	1	1	3	14	0.0	24
representation	1	3	3	10	7	0.1224593312018546	24
extras	3	0	2	6	13	0.3807970779778823	24
lend	2	2	2	6	13	0.2310585786300049	25
emphasize	2	4	2	4	13	-0.2310585786300049	25
vtech	3	6	0	3	13	-0.4706877692486437	25
pana	22	0	1	2	0	0.4999999847700205	25
postal	10	2	0	6	7	-0.49999916847197234	25
eb	0	1	1	6	17	0.4999898700090192	25
consequently	4	4	5	7	5	-0.4996646498695335	25
uncompressed	1	2	1	8	13	0.45257412682243336	25
composer	0	0	2	10	13	0.49752737684336534	25
handwrite	0	3	3	11	8	0.42414181997875655	25
handsome	1	4	5	4	11	-0.48201379003790845	25
unsupported	3	10	2	3	7	-0.49752737684336523	25
pleasing	1	1	2	7	14	0.49330714907571527	25
relieve	2	3	3	7	10	-0.49330714907571516	25
powder	0	1	2	5	17	0.49998329857815205	25
norm	4	2	3	4	12	-0.48201379003790845	25
publisher	6	4	2	5	8	-0.4999994956525918	25
effectiveness	6	3	1	7	8	-0.4999977396757021	25
pix	1	4	3	4	13	0.0	25
zeiss	3	6	0	1	15	-0.1224593312018546	25
pretend	7	2	1	6	9	-0.4999938558253978	25
freq	4	2	0	8	11	-0.48201379003790845	25
ergonomically	0	0	4	10	11	0.3807970779778823	25
wacom	7	3	4	2	9	-0.4999994956525918	25
expression	3	2	3	10	7	-0.31757447619364365	25
pie	2	3	1	3	16	0.49330714907571527	25
james	0	4	5	7	9	-0.49592986228410385	25
govideo	19	2	4	0	0	0.49999916847197223	25
xr	2	0	1	10	12	0.3807970779778823	25
corp	12	3	4	1	5	-0.49330714907571516	25
reluctantly	6	3	5	5	6	-0.4999999943972036	25
cripple	13	2	2	3	5	-0.4890130573694068	25
cryptic	8	3	4	5	5	-0.49999969409777306	25
unexpectedly	3	4	2	6	10	-0.49908894880559934	25
wasted	12	3	0	1	9	-0.49987660542401374	25
chassis	10	1	1	7	6	-0.49999916847197234	25
pgm	23	0	0	1	1	0.4999999966017321	25
wierd	2	2	1	12	8	0.42414181997875655	25
ctrl	9	3	1	6	6	-0.4999994956525918	25
panda	12	6	0	2	5	-0.48201379003790845	25
chemical	8	2	3	3	9	-0.4999994956525918	25
newnovelist	3	7	0	4	11	-0.4994472213630764	25
uniform	4	3	3	7	8	-0.4999832985781519	25
lenovo	5	2	0	5	13	-0.42414181997875644	25
commitment	6	1	2	4	12	-0.49592986228410385	25
rws	6	2	7	3	7	-0.49999627336071584	25
perk	3	0	1	11	10	0.2310585786300049	25
criticize	3	0	1	4	17	0.49966464986953363	25
clx	1	1	3	15	5	0.4997965730219448	25
reflective	2	1	0	8	14	0.4890130573694068	25
creature	3	2	3	5	12	-0.42414181997875644	25
geographic	5	2	1	5	12	-0.4890130573694068	25
visa	4	2	0	9	11	-0.4890130573694068	26
warrior	1	0	0	11	14	0.498498817743263	26
kiss	8	1	2	3	12	-0.49987660542401374	26
primo	4	5	1	3	13	-0.49330714907571516	26
undone	3	6	1	4	12	-0.49752737684336523	26
hacker	8	0	0	4	14	-0.48201379003790845	26
challenging	2	0	2	7	15	0.49592986228410396	26
knit	0	0	1	8	17	0.4999938558253978	26
fusion	2	0	2	9	13	0.42414181997875655	26
xps	2	1	3	6	14	0.42414181997875655	26
grandparent	4	3	1	5	13	-0.4525741268224332	26
verdict	1	4	8	7	6	-0.4890130573694068	26
bulge	3	2	5	9	7	-0.4706877692486437	26
utter	14	5	2	3	2	0.2310585786300049	26
enemy	15	3	1	1	6	-0.2310585786300049	26
extract	9	3	2	7	5	-0.49999969409777306	26
conditioner	0	3	4	3	16	0.49752737684336534	26
forewarn	7	2	5	6	6	-0.49999999793884636	26
readiris	8	9	2	3	4	-0.49330714907571516	26
corruption	12	1	1	5	7	-0.4999832985781519	26
existant	12	2	5	4	3	-0.49752737684336523	26
fios	4	10	2	2	8	-0.49908894880559934	26
richard	1	1	2	8	14	0.4890130573694068	26
url	3	2	3	9	9	-0.49592986228410385	26
fridge	1	1	2	4	18	0.4999724643088853	26
jogger	2	4	3	9	8	-0.4706877692486437	26
pray	13	1	3	4	5	-0.498498817743263	26
nintendo	2	1	4	4	15	0.47068776924864364	26
wand	1	0	7	11	7	0.42414181997875655	26
correspond	3	6	5	5	7	-0.49999981446089814	26
brooklyn	6	5	1	6	8	-0.49999981446089814	26
bathtub	5	2	0	5	14	-0.31757447619364365	26
firewave	8	1	1	10	6	-0.498498817743263	26
principle	8	2	0	4	12	-0.49987660542401374	26
zm	0	4	0	0	22	0.4999998874648379	26
clone	2	1	3	12	8	0.42414181997875655	26
fuller	1	1	2	7	15	0.49752737684336534	26
wattage	0	4	0	9	13	0.42414181997875655	26
wr	2	2	0	5	17	0.4994472213630764	26
hue	2	2	1	8	13	0.2310585786300049	26
nad	2	3	3	7	12	-0.4525741268224332	27
confine	0	3	3	7	14	0.45257412682243336	27
flake	12	2	5	2	6	-0.49987660542401374	27
predict	2	2	2	8	13	0.0	27
latitude	6	0	0	5	16	0.31757447619364365	27
playlists	1	1	3	11	11	0.06217650088579807	27
hallmark	6	3	0	5	13	-0.49752737684336523	27
costumer	13	1	1	2	10	-0.4999898700090191	27
complains	2	0	1	9	15	0.49592986228410396	27
hiker	1	1	1	11	13	0.45257412682243336	27
works	2	1	2	10	12	-0.1224593312018546	27
haha	2	1	1	7	16	0.49752737684336534	27
rubberized	2	0	0	9	16	0.4994472213630764	27
golf	1	0	3	12	11	0.47068776924864364	27
fingernail	1	3	6	7	10	-0.49752737684336523	27
edward	0	4	4	10	9	-0.1224593312018546	27
gpsr	1	0	5	10	11	-0.2310585786300049	27
vintage	4	2	2	10	9	-0.4706877692486437	27
wysiwyg	1	0	0	6	20	0.499999694097773	27
luggage	1	1	2	11	12	0.2310585786300049	27
vote	7	6	0	7	7	-0.49999997874485147	27
hfd	1	2	13	2	9	0.2310585786300049	27
unzip	2	0	1	4	20	0.49999773967570205	27
ce	4	2	2	6	13	-0.4525741268224332	27
codecs	1	4	8	5	9	-0.49992515377248936	27
flower	3	0	0	5	19	0.4999724643088853	27
ne	4	6	2	3	12	-0.4997965730219448	27
bucket	2	4	2	3	16	0.42414181997875655	27
kardon	1	2	2	5	17	0.4994472213630764	27
grief	8	4	3	6	6	-0.4999999847700205	27
finney	1	1	3	13	9	0.4890130573694068	27
blessing	0	1	2	3	21	0.4999998874648379	27
producto	3	1	1	5	17	0.49752737684336534	27
butterfly	0	1	1	3	22	0.4999999847700205	27
prospective	6	4	1	10	6	-0.498498817743263	27
hyundai	3	1	4	6	13	-0.31757447619364365	27
cleanly	7	4	1	6	9	-0.49999969409777306	27
beg	7	1	2	4	13	-0.498498817743263	27
hifi	2	6	4	5	10	-0.49992515377248936	27
contemplate	3	0	0	6	18	0.4998766054240137	27
bond	8	2	5	4	8	-0.4999999943972036	27
beanbag	0	0	4	8	15	0.4990889488055994	27
beleive	3	2	3	1	18	0.49592986228410396	27
pt	4	1	4	8	10	-0.4994472213630764	27
wednesday	9	2	2	5	9	-0.4999999847700205	27
unhelpful	19	2	1	5	0	0.4999251537724895	27
grandkids	2	1	0	5	19	0.49998329857815205	27
naked	1	5	4	5	12	-0.48201379003790845	27
rider	1	1	3	9	13	0.3807970779778823	27
repetitive	3	3	4	6	11	-0.498498817743263	27
notepad	5	3	6	5	8	-0.49999969409777306	27
extremly	4	1	1	4	17	0.4890130573694068	27
currency	2	0	2	7	16	0.498498817743263	27
remedied	1	1	2	10	13	0.42414181997875655	27
rev	3	2	1	6	16	0.45257412682243336	28
verse	2	1	0	4	21	0.499998629042793	28
bee	1	1	4	6	16	0.49592986228410396	28
notorious	2	3	8	7	8	-0.49992515377248936	28
circus	3	4	2	4	15	-0.2310585786300049	28
boomy	1	2	2	8	15	0.48201379003790845	28
navigating	1	1	1	10	15	0.49592986228410396	28
hertz	2	1	0	7	18	0.4998766054240137	28
wrestle	4	2	6	7	9	-0.4999898700090191	28
roads	2	1	3	8	14	0.31757447619364365	28
countertop	3	5	9	8	3	-0.4706877692486437	28
lineup	1	1	6	9	11	-0.4525741268224332	28
redo	7	0	4	7	10	-0.4999898700090191	28
node	0	0	0	0	28	0.49999999999930855	28
pole	8	5	2	10	3	-0.49992515377248936	28
underwater	0	4	1	5	18	0.4997965730219448	28
excellently	1	1	3	11	12	0.0	28
folks	9	3	1	4	11	-0.4999994956525918	28
walkie	5	2	8	3	10	-0.49999627336071584	28
heed	10	4	2	3	9	-0.4999999317439709	28
liking	0	2	3	5	18	0.4999251537724895	28
bless	2	2	6	8	10	-0.49908894880559934	28
gamma	1	1	4	11	11	-0.1224593312018546	28
whim	0	1	1	9	17	0.4999546021312976	28
rgb	0	3	2	12	11	0.42414181997875655	28
bomb	7	0	0	3	18	0.42414181997875655	28
glowing	4	3	2	5	14	-0.4525741268224332	28
blew	12	5	5	1	5	-0.49908894880559934	28
rectify	7	3	2	7	9	-0.49999969409777306	28
pirate	5	0	4	12	7	-0.2310585786300049	28
reservoir	8	0	0	12	8	-0.48201379003790845	28
personalize	1	0	0	8	19	0.49999773967570205	28
eagle	7	0	0	6	15	-0.3807970779778824	28
unprotected	6	5	7	5	5	-0.49987660542401374	28
estimated	2	1	3	5	17	0.49752737684336534	28
hoop	13	5	3	4	3	-0.4890130573694068	28
horrendous	9	4	7	6	2	-0.4999977396757021	28
collector	3	6	2	1	16	-0.31757447619364365	28
usps	19	2	1	2	4	0.49752737684336534	28
craft	3	0	3	11	11	-0.3807970779778824	28
backyard	3	2	3	4	16	0.3807970779778823	28
freakin	2	1	3	5	17	0.49752737684336534	28
promised	9	2	1	3	13	-0.4999724643088854	28
newspaper	5	4	2	5	12	-0.4997965730219448	28
bravia	1	1	2	4	20	0.49999627336071584	28
ln	2	0	6	5	15	0.42414181997875655	28
bk	5	2	3	3	15	-0.42414181997875644	28
ebooks	1	1	2	17	7	0.4999546021312976	28
portfolio	3	8	2	8	7	-0.4999832985781519	28
courteous	6	2	2	10	8	-0.49752737684336523	28
qos	0	0	0	6	22	0.49999999439720355	28
balanced	2	1	1	9	15	0.48201379003790845	28
las	0	3	0	5	20	0.49999773967570205	28
centrino	1	1	3	13	10	0.48201379003790845	28
pharos	0	2	3	13	10	0.4890130573694068	28
bassinet	1	0	0	12	15	0.4990889488055994	28
loosely	3	4	3	4	14	-0.4525741268224332	28
copper	2	3	4	9	10	-0.49908894880559934	28
faux	1	1	1	15	10	0.4990889488055994	28
heft	1	1	0	9	17	0.4998766054240137	28
flashing	4	5	3	6	10	-0.4999898700090191	28
pencil	2	0	4	8	14	0.3807970779778823	28
luxury	3	0	0	7	18	0.4997965730219448	28
qwerty	1	5	3	8	11	-0.49592986228410385	28
brochure	2	4	5	2	15	-0.2310585786300049	28
vob	1	3	9	9	6	-0.4706877692486437	28
guru	3	1	2	8	14	0.1224593312018546	28
emachines	14	0	2	0	13	-0.49999916847197234	29
elaborate	2	3	0	6	18	0.498498817743263	29
unload	6	4	3	4	12	-0.4999832985781519	29
evaluation	9	5	2	6	7	-0.4999999907625504	29
recreational	1	0	2	5	21	0.49999949565259183	29
eager	11	3	3	5	7	-0.49999969409777306	29
pavilion	5	0	1	7	16	0.31757447619364365	29
reassure	5	1	0	7	16	0.2310585786300049	29
remotes	0	0	3	9	17	0.4999251537724895	29
legible	0	2	3	8	16	0.49752737684336534	29
condo	0	3	2	9	15	0.48201379003790845	29
bundleme	0	0	0	18	11	0.49999627336071584	29
gee	9	2	3	5	10	-0.4999999317439709	29
basemap	5	4	1	5	14	-0.49592986228410385	29
peek	0	3	2	8	16	0.49592986228410396	29
boo	3	3	2	7	14	-0.3807970779778824	29
fluctuate	3	3	2	11	10	-0.42414181997875644	29
reposition	6	5	4	7	7	-0.4999999123575255	29
united	4	1	2	4	18	0.4890130573694068	29
jewel	0	1	2	1	25	0.4999999992417439	29
cablecard	4	0	9	8	8	-0.49908894880559934	29
loaded	6	2	3	6	12	-0.49987660542401374	29
piss	7	6	3	8	5	-0.49999627336071584	29
productivity	7	3	3	7	9	-0.4999998874648379	29
horrid	12	7	1	3	6	-0.49987660542401374	29
christopher	0	2	5	13	9	0.48201379003790845	29
cramp	0	5	3	12	9	0.2310585786300049	29
prevents	4	3	2	11	9	-0.4706877692486437	29
classy	0	1	0	3	25	0.49999999972105313	29
plugin	2	0	5	6	16	0.48201379003790845	29
protected	4	3	1	8	13	-0.4890130573694068	29
bash	6	1	2	7	13	-0.49752737684336523	29
ran	8	1	1	4	15	-0.49592986228410385	29
boxed	4	3	3	7	12	-0.49908894880559934	29
carolina	1	1	2	5	20	0.4999938558253978	29
whichever	0	0	2	12	15	0.4990889488055994	29
excelente	0	0	2	1	26	0.49999999993775845	29
horn	4	0	1	6	18	0.49752737684336534	29
hollywood	2	1	1	11	14	0.3807970779778823	29
pedal	5	2	0	8	14	-0.4525741268224332	29
vpn	4	0	0	2	23	0.49999916847197223	29
legacy	1	2	2	5	19	0.4999251537724895	29
cillin	18	2	0	1	8	-0.1224593312018546	29
flavor	0	2	0	10	17	0.4998766054240137	29
netflix	4	1	2	7	15	0.0	29
exaggerate	8	8	1	5	7	-0.49999976176309	29
fujifilm	1	0	1	10	17	0.4998766054240137	29
lifespan	7	4	6	3	9	-0.4999999907625504	29
navteq	3	2	0	15	9	0.48201379003790845	29
whilst	3	1	4	4	17	0.47068776924864364	29
reformatted	11	2	6	3	7	-0.4999994956525918	29
flag	4	3	1	11	10	-0.4706877692486437	29
producer	3	3	2	7	15	-0.2310585786300049	30
coach	1	1	2	6	20	0.4999898700090192	30
uncommon	12	5	3	5	5	-0.4999832985781519	30
comprehend	2	6	0	9	13	-0.4890130573694068	30
nod	3	1	0	7	19	0.49966464986953363	30
commonly	4	0	4	6	16	0.2310585786300049	30
evidence	8	4	2	4	12	-0.49999916847197234	30
fedex	7	3	6	2	12	-0.49999862904279313	30
residential	2	1	6	15	6	0.49330714907571527	30
ears	4	2	3	6	15	-0.3807970779778824	30
ver	2	6	1	9	12	-0.498498817743263	30
nightlight	10	4	1	5	10	-0.49999999793884636	30
nerve	13	5	5	4	3	-0.498498817743263	30
enlarge	1	7	0	9	13	-0.48201379003790845	30
grateful	6	0	2	5	17	0.1224593312018546	30
grandmother	3	3	2	6	16	0.1224593312018546	30
pipe	3	2	3	8	14	-0.3807970779778824	30
ugh	12	3	6	4	5	-0.4999898700090191	30
react	6	2	2	12	8	-0.48201379003790845	30
permission	16	3	1	6	4	-0.4706877692486437	30
pinpoint	1	2	2	8	17	0.49752737684336534	30
wega	2	1	6	8	13	-0.42414181997875644	30
pacific	6	5	3	7	9	-0.4999999586006245	30
hts	0	2	0	13	15	0.49592986228410396	30
priceless	1	0	2	7	20	0.49999627336071584	30
chrome	8	0	2	5	15	-0.49592986228410385	30
ftm	6	2	2	19	1	0.498498817743263	30
poop	5	3	0	5	17	0.0	30
errand	0	2	0	9	19	0.4999898700090192	30
hardrive	5	3	4	1	17	-0.3807970779778824	30
execution	8	6	9	2	5	-0.4996646498695335	30
wmas	2	5	4	7	12	-0.49908894880559934	30
posting	10	2	4	8	6	-0.4999999943972036	30
foremost	2	3	6	5	14	-0.4525741268224332	30
fluke	8	1	4	9	8	-0.49995460213129755	30
failed	10	5	3	5	7	-0.4999999586006245	30
belief	11	1	2	2	14	-0.49999627336071584	30
blood	9	0	8	8	5	-0.49999999924174393	30
funtion	4	1	4	7	14	-0.4525741268224332	30
bg	3	1	4	9	13	-0.4525741268224332	30
consistency	3	5	3	7	12	-0.4996646498695335	30
queue	8	3	9	2	8	-0.49992515377248936	30
visioneer	8	5	0	6	11	-0.49999981446089814	30
gross	2	2	7	6	13	-0.48201379003790845	30
bench	3	1	2	4	20	0.4997965730219448	30
reconnect	7	6	3	5	9	-0.49999999660173217	30
barkis	0	0	4	8	18	0.4999546021312976	30
hammer	14	2	3	4	7	-0.49995460213129755	30
fog	1	1	0	7	22	0.499999694097773	31
kept	8	3	2	8	10	-0.4999999317439709	31
bezel	4	0	4	7	16	0.1224593312018546	31
polished	2	0	3	3	23	0.49999949565259183	31
pedestrian	0	0	3	11	17	0.4997965730219448	31
upgrading	3	2	3	9	14	-0.42414181997875644	31
pero	3	0	1	9	18	0.498498817743263	31
hsm	0	2	0	14	15	0.49330714907571527	31
ppc	9	7	3	3	9	-0.4999999997210532	31
eartips	4	1	1	11	14	-0.3807970779778824	31
peice	11	4	1	8	7	-0.4999999847700205	31
unfold	6	1	5	11	8	-0.49592986228410385	31
nit	3	2	2	11	13	-0.4706877692486437	31
leaf	4	3	9	7	8	-0.4996646498695335	31
elbow	1	1	1	9	19	0.4999546021312976	31
primitive	3	2	9	9	8	-0.4988304897349445	31
bold	6	1	1	12	11	-0.48201379003790845	31
leica	0	12	1	2	16	-0.48201379003790845	31
jaw	5	3	0	3	20	0.48201379003790845	31
cinch	0	0	3	6	22	0.4999998874648379	31
lance	2	0	0	17	12	0.49966464986953363	31
fountain	1	2	2	5	21	0.4999898700090192	31
blinking	12	4	5	1	9	-0.4999994956525918	31
vhf	3	1	7	11	9	-0.42414181997875644	31
uh	7	4	7	6	7	-0.49999999793884636	31
keyspan	4	5	5	6	11	-0.49999627336071584	31
forty	4	1	3	7	16	0.0	31
wildlife	1	0	2	6	22	0.499999694097773	31
printout	5	2	0	11	13	-0.49592986228410385	31
um	4	3	4	2	18	0.1224593312018546	31
viewable	3	1	3	9	15	0.0	31
bam	4	0	1	5	21	0.4999251537724895	31
ware	8	4	2	7	10	-0.4999999748900091	31
jiggle	3	10	7	3	8	-0.49995460213129755	31
cartoon	2	2	4	12	11	-0.1224593312018546	31
breakage	6	5	3	9	8	-0.4999724643088854	31
ripoff	15	6	3	4	3	-0.4525741268224332	31
rubbery	1	4	8	9	9	-0.4997388096809043	31
poke	6	2	2	11	10	-0.49752737684336523	31
hungry	2	0	4	7	18	0.498498817743263	31
fare	3	3	2	9	14	-0.4525741268224332	31
nbc	2	1	3	19	6	0.4999724643088853	31
egg	3	4	3	11	10	-0.48201379003790845	31
encrypt	2	0	3	7	19	0.4997965730219448	31
vulnerable	5	5	4	6	11	-0.49999862904279313	31
budge	8	4	1	7	11	-0.49999981446089814	31
rectangular	4	2	3	10	12	-0.49908894880559934	31
pun	0	3	8	7	13	-0.4525741268224332	31
ftp	2	2	1	16	10	0.49592986228410396	31
polaroid	2	0	1	11	17	0.498498817743263	31
visibility	3	1	2	6	19	0.498498817743263	31
golive	21	2	1	3	4	0.498498817743263	31
reuse	6	2	2	6	15	-0.49330714907571516	31
resize	5	3	1	1	21	0.49330714907571527	31
farm	3	1	4	7	16	0.2310585786300049	31
broadcasting	3	3	4	9	12	-0.49908894880559934	31
battle	5	2	2	7	16	-0.42414181997875644	32
lc	4	0	2	14	12	0.2310585786300049	32
forwarding	6	2	5	8	11	-0.4999977396757021	32
rug	6	1	5	9	11	-0.4999938558253978	32
plush	1	0	4	10	17	0.49752737684336534	32
gel	5	2	2	5	18	0.1224593312018546	32
context	8	2	4	10	8	-0.49995460213129755	32
konica	0	0	0	6	26	0.4999999998973812	32
puppet	1	3	2	14	12	0.42414181997875655	32
polgar	14	4	0	0	14	-0.4999999847700205	32
eta	4	0	9	9	10	-0.4999898700090191	32
photographic	0	1	5	7	19	0.4998766054240137	32
cough	4	2	1	0	25	0.49999773967570205	32
firstly	7	3	1	9	12	-0.4999938558253978	32
bra	0	0	3	13	16	0.498498817743263	32
contraption	8	1	4	7	12	-0.4999977396757021	32
kameleon	0	0	1	8	23	0.4999999847700205	32
queen	3	2	4	6	17	0.2310585786300049	32
groove	1	10	6	5	10	-0.4999994956525918	32
unavailable	13	3	1	2	13	-0.4999999943972036	32
conserve	2	0	3	10	17	0.49330714907571527	32
effortlessly	0	1	0	7	24	0.49999999439720355	32
ghosting	1	1	0	9	21	0.49999773967570205	32
rod	4	0	8	11	9	-0.4706877692486437	32
gimmick	6	2	5	8	11	-0.4999977396757021	32
finding	1	2	1	12	16	0.48201379003790845	32
